0 AAPL 158.688 277 605
100 AAPL 144.377 523 978
200 AAPL 142.662 597 167
300 AAPL 140.156 705 6
400 AAPL 142.035 182 682
500 AAPL 141.748 191 447
600 AAPL 149.522 104 735
700 AAPL 152.359 55 145
800 AAPL 150.083 994 475
900 AAPL 153.26 624 998
1000 AAPL 159.399 363 250
1100 AAPL 157.553 798 389
1200 AAPL 161.414 140 786
1300 AAPL 165.595 296 88
1400 AAPL 167.023 142 597
1500 AAPL 164.856 425 92
1600 AAPL 176.037 986 383
1700 AAPL 173.908 716 254
1800 AAPL 175.283 777 56
1900 AAPL 180.117 591 184
2000 AAPL 184.871 516 72
2100 AAPL 187.9 704 644
2200 AAPL 187.107 947 519
2300 AAPL 193.121 568 920
2400 AAPL 198.421 87 894
2500 AAPL 201.187 354 845
2600 AAPL 203.483 178 819
2700 AAPL 208.648 577 52
2800 AAPL 209.53 531 125
2900 AAPL 211.457 980 495
3000 AAPL 215.154 307 764
3100 AAPL 218.851 728 409
3200 AAPL 224.472 997 764
3300 AAPL 225.158 853 368
3400 AAPL 226.039 542 977
3500 AAPL 228.714 519 362
3600 AAPL 234.89 511 182
3700 AAPL 240.127 491 897
3800 AAPL 239.349 879 624
3900 AAPL 237.643 177 541
4000 AAPL 248.311 243 464
4100 AAPL 246.285 788 95
4200 AAPL 245.364 812 438
4300 AAPL 249.412 444 108
4400 AAPL 254.18 860 783
4500 AAPL 256.863 295 821
4600 AAPL 259.942 935 486
4700 AAPL 264.837 512 837
4800 AAPL 267.465 678 172
4900 AAPL 266.129 635 823
5000 AAPL 271.117 869 849
5100 AAPL 271.632 548 101
5200 AAPL 268.33 866 102
5300 AAPL 269.402 589 181
5400 AAPL 275.179 790 874
5500 AAPL 275.892 651 384
5600 AAPL 271.326 832 782
5700 AAPL 272.437 222 349
5800 AAPL 268.424 694 593
5900 AAPL 270.305 832 543
6000 AAPL 274.348 686 907
6100 AAPL 275.055 231 494
6200 AAPL 281.133 727 406
6300 AAPL 280.517 645 634
6400 AAPL 282.357 688 949
6500 AAPL 280.556 587 928
6600 AAPL 284.499 872 901
6700 AAPL 284.782 199 449
6800 AAPL 289.65 358 759
6900 AAPL 295.228 404 129
7000 AAPL 304.272 787 868
7100 AAPL 306.844 678 124
7200 AAPL 305.88 644 35
7300 AAPL 305.079 635 823
7400 AAPL 309.293 703 722
7500 AAPL 311.551 41 735
7600 AAPL 307.412 195 328
7700 AAPL 305.752 897 446
7800 AAPL 314.279 12 842
7900 AAPL 315.591 651 384
8000 AAPL 312.66 40 908
8100 AAPL 318.091 638 535
8200 AAPL 312.443 67 691
8300 AAPL 313.654 445 786
8400 AAPL 316.315 800 950
8500 AAPL 319.256 40 925
8600 AAPL 324.989 257 616
8700 AAPL 322.899 105 993
8800 AAPL 326.273 577 859
8900 AAPL 326.542 792 952
9000 AAPL 329.065 955 386
9100 AAPL 330.574 313 711
9200 AAPL 336.448 358 759
9300 AAPL 343.222 937 539
9400 AAPL 352.527 712 331
9500 AAPL 354.549 431 728
9600 AAPL 355.657 609 498
9700 AAPL 355.726 203 411
9800 AAPL 361.913 786 653
9900 AAPL 363.568 139 846
10000 AAPL 358.573 263 949
10100 AAPL 358.62 500 11
10200 AAPL 366.548 393 396
10300 AAPL 366.295 219 767
10400 AAPL 362.354 213 635
10500 AAPL 369.214 112 517
10600 AAPL 364.383 518 474
10700 AAPL 365.761 364 89
10800 AAPL 365.668 335 273
10900 AAPL 370.424 231 494
11000 AAPL 376.237 727 251
11100 AAPL 373.606 105 466
11200 AAPL 375.431 699 394
11300 AAPL 375.392 739 629
11400 AAPL 378.083 329 386
11500 AAPL 376.524 414 241
11600 AAPL 382.142 358 759
11700 AAPL 388.838 404 112
11800 AAPL 398.224 889 374
11900 AAPL 398.108 597 479
12000 AAPL 398.375 105 735
12100 AAPL 402.706 547 878
12200 AAPL 411.531 316 473
12300 AAPL 409.597 276 948
12400 AAPL 405.113 195 114
12500 AAPL 401.626 116 999
12600 AAPL 410.501 535 711
12700 AAPL 408.698 963 160
12800 AAPL 405.262 524 240
12900 AAPL 410.927 256 53
13000 AAPL 405.961 28 571
13100 AAPL 410.425 530 650
13200 AAPL 411.039 44 22
13300 AAPL 415.92 824 957
13400 AAPL 418.691 738 399
13500 AAPL 418.232 992 576
13600 AAPL 417.874 341 338
13700 AAPL 418.043 660 50
13800 AAPL 421.315 828 386
13900 AAPL 426.46 334 743
14000 AAPL 426.8 920 602
14100 AAPL 432.131 548 939
14200 AAPL 441.24 514 80
14300 AAPL 447.933 524 434
14400 AAPL 447.74 589 518
14500 AAPL 452.815 523 126
14600 AAPL 453.061 942 549
14700 AAPL 447.367 66 472
14800 AAPL 448.524 282 295
14900 AAPL 449.922 240 170
15000 AAPL 457.938 781 884
15100 AAPL 466.57 886 123
15200 AAPL 470.987 916 396
15300 AAPL 472.827 713 861
15400 AAPL 474.186 560 378
15500 AAPL 479.144 875 25
15600 AAPL 480.456 776 274
15700 AAPL 484.098 435 879
15800 AAPL 489.747 716 839
15900 AAPL 493.501 567 865
16000 AAPL 486.323 175 113
16100 AAPL 493.561 234 982
16200 AAPL 486.317 238 110
16300 AAPL 494.084 842 868
16400 AAPL 497.229 144 996
16500 AAPL 495.616 143 916
16600 AAPL 499.095 196 346
16700 AAPL 499.021 504 819
