0 AMZN 179.838 767 674
100 AMZN 160.421 925 17
200 AMZN 138.061 481 694
300 AMZN 136.348 351 223
400 AMZN 136.891 622 144
500 AMZN 141.478 562 77
600 AMZN 144.104 705 583
700 AMZN 148.053 424 358
800 AMZN 150.78 443 535
900 AMZN 152.168 948 624
1000 AMZN 155.704 163 155
1100 AMZN 160.856 363 735
1200 AMZN 160.688 820 942
1300 AMZN 166.623 868 90
1400 AMZN 166.702 304 778
1500 AMZN 169.033 416 64
1600 AMZN 170.758 887 755
1700 AMZN 176.709 213 901
1800 AMZN 171.224 524 597
1900 AMZN 178.766 156 557
2000 AMZN 183.278 716 639
2100 AMZN 185.684 631 209
2200 AMZN 187.174 869 880
2300 AMZN 188.106 22 588
2400 AMZN 194.388 772 350
2500 AMZN 200.44 429 839
2600 AMZN 200.732 674 108
2700 AMZN 204.841 139 382
2800 AMZN 208.135 264 316
2900 AMZN 211.093 692 148
3000 AMZN 218.288 918 354
3100 AMZN 213.991 779 684
3200 AMZN 220.464 444 205
3300 AMZN 224.24 43 123
3400 AMZN 224.307 567 538
3500 AMZN 229.29 361 961
3600 AMZN 228.794 63 392
3700 AMZN 234.342 226 641
3800 AMZN 240.952 534 498
3900 AMZN 236.981 803 924
4000 AMZN 243.532 278 775
4100 AMZN 248.535 538 740
4200 AMZN 242.244 580 893
4300 AMZN 252.107 676 521
4400 AMZN 252.135 714 953
4500 AMZN 254.947 679 314
4600 AMZN 261.08 831 214
4700 AMZN 262.394 46 643
4800 AMZN 270.032 395 471
4900 AMZN 265.467 806 379
5000 AMZN 269.739 122 317
5100 AMZN 276.665 922 770
5200 AMZN 274.318 232 884
5300 AMZN 269.866 543 294
5400 AMZN 267.553 472 879
5500 AMZN 271.705 818 976
5600 AMZN 272.186 880 75
5700 AMZN 272.227 792 888
5800 AMZN 275.205 600 697
5900 AMZN 272.311 937 49
6000 AMZN 269.708 610 852
6100 AMZN 269.334 134 744
6200 AMZN 277.808 191 609
6300 AMZN 279.83 126 739
6400 AMZN 281.864 414 159
6500 AMZN 282.74 434 646
6600 AMZN 284.788 873 951
6700 AMZN 288.716 903 264
6800 AMZN 290.865 560 16
6900 AMZN 294.61 348 31
7000 AMZN 303.347 116 984
7100 AMZN 302.637 524 635
7200 AMZN 305.097 726 338
7300 AMZN 301.361 125 969
7400 AMZN 307.546 620 677
7500 AMZN 311.321 131 529
7600 AMZN 312.521 85 23
7700 AMZN 308.831 79 536
7800 AMZN 307.936 183 71
7900 AMZN 315.033 268 168
8000 AMZN 315.137 632 15
8100 AMZN 309.728 591 380
8200 AMZN 317.986 540 990
8300 AMZN 315.418 898 649
8400 AMZN 314.992 830 588
8500 AMZN 316.413 839 684
8600 AMZN 321.267 28 147
8700 AMZN 324.129 29 335
8800 AMZN 324.579 631 915
8900 AMZN 326.435 273 120
9000 AMZN 330.773 144 611
9100 AMZN 333.126 564 934
9200 AMZN 338.709 271 451
9300 AMZN 343.22 123 714
9400 AMZN 353.317 47 928
9500 AMZN 354.766 88 493
9600 AMZN 355.513 493 645
9700 AMZN 356.755 773 487
9800 AMZN 357.896 668 163
9900 AMZN 362.454 662 954
10000 AMZN 363.89 923 126
10100 AMZN 359.175 289 274
10200 AMZN 359.664 803 180
10300 AMZN 367.276 796 605
10400 AMZN 367.016 632 15
10500 AMZN 360.202 745 53
10600 AMZN 366.258 596 487
10700 AMZN 364.972 925 860
10800 AMZN 365.426 962 270
10900 AMZN 367.757 910 322
11000 AMZN 371 903 1
11100 AMZN 374.649 78 422
11200 AMZN 373.898 209 564
11300 AMZN 377.077 334 169
11400 AMZN 378.073 616 381
11500 AMZN 384.252 573 274
11600 AMZN 386.201 315 6
11700 AMZN 391.81 816 922
11800 AMZN 397.904 201 689
11900 AMZN 404.089 220 285
12000 AMZN 400.483 659 706
12100 AMZN 404.415 879 75
12200 AMZN 407.746 922 194
12300 AMZN 407.772 202 822
12400 AMZN 404.745 588 366
12500 AMZN 402.152 97 161
12600 AMZN 404.581 956 885
12700 AMZN 409.727 1000 275
12800 AMZN 403.612 472 720
12900 AMZN 406.371 220 496
13000 AMZN 409.649 604 139
13100 AMZN 405.761 812 645
13200 AMZN 408.778 795 516
13300 AMZN 413.833 178 31
13400 AMZN 420.175 72 1
13500 AMZN 417.82 251 141
13600 AMZN 417.981 585 656
13700 AMZN 422.285 648 737
13800 AMZN 425.473 500 946
13900 AMZN 429.628 5 44
14000 AMZN 434.608 802 170
14100 AMZN 443.224 338 902
14200 AMZN 445.142 248 831
14300 AMZN 451.976 714 844
14400 AMZN 448.696 955 342
14500 AMZN 445.24 294 148
14600 AMZN 450.907 813 987
14700 AMZN 450.755 241 539
14800 AMZN 457.844 258 630
14900 AMZN 458.654 949 211
15000 AMZN 466.211 106 575
15100 AMZN 472.393 387 124
15200 AMZN 473.013 837 279
15300 AMZN 477.793 742 754
15400 AMZN 482.984 345 7
15500 AMZN 486.613 60 409
15600 AMZN 486.408 330 111
15700 AMZN 488.516 694 996
15800 AMZN 494.017 889 728
15900 AMZN 491.29 66 254
16000 AMZN 491.517 785 689
16100 AMZN 491.352 47 596
16200 AMZN 494.851 476 11
16300 AMZN 499.896 623 215
16400 AMZN 498.56 823 768
16500 AMZN 492.217 229 809
16600 AMZN 494.352 138 852
