Timestamp Company Price Buyer ID Seller ID
100007500 AMZN 181.076 561 598
100011500 TSLA 83.8398 611 205
100012000 AMZN 181.076 264 598
100015000 TSLA 84.4103 746 418
100022000 AMZN 181.194 855 437
100023000 MSFT 99.4855 184 163
100023000 MSFT 99.4659 390 163
100026000 GOOGL 120.583 827 810
100028000 TSLA 85.6375 746 154
100028000 TSLA 83.8398 611 154
100033500 AMZN 180.541 699 906
100036500 TSLA 84.5277 146 902
100038000 TSLA 84.5277 146 828
100040000 AMZN 180.541 533 906
100041500 GOOGL 119.754 236 13
100045500 TSLA 84.3998 954 965
100050000 MSFT 98.3609 252 522
100051500 AAPL 158.083 707 710
100051500 AAPL 158.244 707 204
100052000 AAPL 158.244 482 204
100052000 AAPL 158.621 482 614
100054000 MSFT 98.2152 987 303
100055500 AMZN 179.91 322 313
100058500 AAPL 158.551 474 399
100061000 AMZN 179.105 560 313
100064000 GOOGL 119.166 299 808
100068000 MSFT 97.9741 681 381
100068500 TSLA 85.8238 611 885
100069000 AAPL 157.407 284 371
100072000 AAPL 157.552 963 482
100075000 AMZN 179.059 286 842
100083000 AMZN 178.733 629 586
100083000 AMZN 179.009 629 543
100083000 AMZN 179.059 629 842
100083000 AMZN 179.105 629 313
100088000 TSLA 86.4321 313 718
100088500 TSLA 86.1299 351 718
100091500 MSFT 96.3789 866 350
100092500 TSLA 86.2466 351 385
100092500 TSLA 86.1224 769 385
100092500 TSLA 85.8801 762 385
100092500 TSLA 85.7116 958 385
100094000 AAPL 156.312 243 837
100097500 TSLA 85.7116 958 209
100098500 TSLA 85.5269 936 209
100100000 AMZN 177.151 587 685
100103500 MSFT 98.1928 12 177
100105000 TSLA 86.3564 936 31
100110500 AMZN 176.339 850 852
100118500 AAPL 155.806 480 68
100124500 TSLA 86.3564 936 634
100124500 TSLA 86.2305 686 634
100127500 MSFT 99.2501 429 984
100131500 AAPL 155.235 713 101
100133500 TSLA 88.1335 92 34
100133500 TSLA 87.7319 689 34
100136000 AMZN 175.42 338 504
100136000 AMZN 176.087 338 989
100137000 GOOGL 120.63 669 303
100140000 TSLA 88.079 167 928
100141000 TSLA 88.3614 745 284
100144500 TSLA 88.079 167 299
100145500 MSFT 98.944 490 366
100147000 MSFT 99.196 620 251
100147500 MSFT 98.9081 415 251
100157000 TSLA 88.9683 506 58
100158000 AAPL 153.522 420 652
100162000 AAPL 153.443 660 112
100164500 TSLA 89.7805 463 85
100165500 AMZN 175.788 189 955
100166000 AAPL 153.196 842 394
100171000 AAPL 152.884 664 72
100171000 AAPL 152.995 664 394
100177000 MSFT 99.559 606 994
100182500 TSLA 89.2835 572 461
100182500 TSLA 89.1255 453 461
100185000 GOOGL 118.201 887 319
100187000 TSLA 89.1255 453 753
100194000 MSFT 99.4723 382 119
100195000 MSFT 99.4723 382 738
100199000 GOOGL 119.281 194 266
100201000 TSLA 89.1255 453 953
100201000 TSLA 88.6087 246 953
100202500 AAPL 150.339 379 981
100208000 TSLA 88.6087 246 301
100208000 TSLA 88.4107 296 301
100211000 GOOGL 120.698 253 537
100212000 AMZN 173.373 946 712
100218000 GOOGL 121.147 45 661
100221000 TSLA 88.6709 264 618
100221000 TSLA 88.612 486 618
100221500 GOOGL 122.298 714 629
100222000 GOOGL 122.298 633 629
100223000 GOOGL 122.544 981 137
100225500 MSFT 100.537 245 580
100226500 AAPL 150.518 733 76
100228000 AMZN 172.351 70 213
100233000 TSLA 88.7411 428 395
100234500 AMZN 172.351 799 213
100235500 AMZN 172.783 349 556
100235500 AMZN 173.061 349 818
100237500 TSLA 88.7411 428 366
100237500 TSLA 88.6292 946 366
100239000 AMZN 173.061 183 818
100242000 AMZN 173.593 945 781
100244000 GOOGL 124.381 6 350
100246500 GOOGL 125.076 151 757
100247000 GOOGL 126.258 151 271
100251000 AAPL 152.12 54 458
100251500 AMZN 173.593 981 781
100251500 AMZN 173.645 981 904
100254500 TSLA 89.0174 738 809
100255000 AMZN 173.645 431 904
100256000 TSLA 88.9569 365 939
100258500 AAPL 151.616 627 554
100259000 AAPL 151.479 212 554
100261500 TSLA 90.0438 381 500
100270500 AMZN 173.351 708 60
100270500 AMZN 173.478 708 207
100273000 AMZN 173.03 439 432
100273500 AMZN 173.03 439 952
100277500 MSFT 100.616 118 256
100278000 AAPL 150.888 721 517
100280500 TSLA 88.8321 77 79
100280500 TSLA 88.6292 946 79
100280500 TSLA 88.612 486 79
100280500 TSLA 88.4107 296 79
100280500 TSLA 88.3984 477 79
100280500 TSLA 88.3609 866 79
100280500 TSLA 88.3387 471 79
100282000 MSFT 101.22 58 137
100290000 TSLA 88.703 72 110
100294000 AAPL 149.901 585 474
100297500 MSFT 102.164 59 337
100298000 AMZN 172.771 926 108
100299500 AMZN 172.932 926 338
100303000 GOOGL 123.168 396 207
100304000 TSLA 88.7464 273 243
100305000 AAPL 151.907 345 113
100305500 AAPL 151.907 886 113
100305500 AAPL 152.039 886 45
100308000 AAPL 152.039 850 45
100309500 AMZN 172.798 109 407
100310000 AMZN 172.798 152 407
100311500 AMZN 173.176 152 74
100312000 AMZN 172.445 594 74
100314000 AMZN 173.384 594 532
100316000 AAPL 150.923 318 135
100316000 AAPL 150.03 561 135
100320500 AMZN 172.687 748 532
100320500 AMZN 173.395 748 638
100320500 AMZN 173.415 748 581
100325000 AMZN 173.415 290 581
100325000 AMZN 173.464 290 887
100325000 AMZN 173.478 290 207
100325000 AMZN 173.484 290 995
100326000 TSLA 89.029 935 10
100326000 TSLA 88.9181 191 10
100326000 TSLA 88.7658 223 10
100327500 TSLA 88.7658 223 996
100328000 TSLA 88.7658 223 336
100328000 TSLA 88.7464 273 336
100328500 TSLA 88.7464 273 375
100330000 GOOGL 123.138 321 567
100331500 AMZN 173.484 591 995
100331500 AMZN 173.486 591 392
100332000 AAPL 149.998 870 834
100333000 AAPL 149.998 870 14
100335500 GOOGL 124.83 898 140
100335500 GOOGL 124.455 623 140
100336000 AMZN 173.012 104 162
100346000 AAPL 149.592 304 450
100346000 AAPL 150.287 304 813
100350000 GOOGL 122.883 955 644
100352000 AAPL 149.788 553 798
100352500 MSFT 103.467 503 389
100354500 TSLA 89.3479 98 823
100354500 TSLA 89.2959 216 823
100354500 TSLA 89.2024 734 823
100355000 AMZN 173.012 217 162
100355000 AMZN 173.035 217 115
100356500 AMZN 173.035 314 115
100358500 TSLA 89.2024 734 416
100363500 MSFT 102.402 510 768
100365000 MSFT 101.946 611 124
100366000 MSFT 101.946 815 124
100366000 MSFT 102.074 815 768
100376500 AAPL 148.98 924 26
100379000 MSFT 101.768 211 440
100382000 MSFT 102.029 203 373
100386500 AAPL 149.432 788 553
100392500 MSFT 102.765 203 302
100392500 MSFT 102.146 404 302
100393000 TSLA 89.4669 236 504
100393500 AMZN 168.845 503 610
100396500 MSFT 101.893 208 148
100397000 MSFT 100.712 795 148
100402000 AAPL 148.58 340 861
100404000 TSLA 90.1015 136 247
100404000 TSLA 89.6545 877 247
100414500 AAPL 149.136 267 804
100414500 AAPL 149.476 267 824
100421000 TSLA 90.1438 954 902
100422000 AMZN 167.016 166 497
100423000 MSFT 102.137 118 649
100426000 AAPL 148.229 351 514
100430500 AAPL 145.48 497 790
100430500 AAPL 145.691 497 88
100431000 TSLA 90.9787 189 632
100435500 AAPL 145.543 73 240
100436000 MSFT 102.565 615 642
100438000 TSLA 90.3945 226 517
100438500 AMZN 165.787 161 495
100441500 GOOGL 123.703 82 1
100442500 TSLA 89.8454 209 541
100446000 AMZN 165.787 343 495
100451000 AAPL 144.934 265 643
100452500 TSLA 90.5475 238 725
100454500 TSLA 90.1844 985 109
100455000 TSLA 90.0684 436 947
100456000 TSLA 89.7779 640 856
100456000 TSLA 89.6545 877 856
100456000 TSLA 89.4669 236 856
100457500 TSLA 89.4669 236 405
100458000 TSLA 89.4669 236 756
100458000 TSLA 89.1547 908 756
100458000 TSLA 89.0321 406 756
100460000 TSLA 89.6919 261 406
100461500 AAPL 145.385 575 251
100461500 AAPL 145.473 575 568
100463000 AMZN 165.787 158 495
100463000 AMZN 166.068 158 840
100463000 AMZN 166.282 158 74
100466500 MSFT 103.697 760 206
100468500 AMZN 166.282 320 74
100469000 GOOGL 125.365 798 406
100470500 AAPL 145.068 163 851
100473000 GOOGL 125.468 242 481
100473000 GOOGL 125.443 937 481
100476000 TSLA 90.1549 931 833
100477500 GOOGL 125.217 716 697
100478000 GOOGL 125.217 305 697
100479000 GOOGL 125.877 305 216
100483500 AAPL 143.953 913 709
100484000 AMZN 165.156 354 315
100484000 AMZN 165.707 354 543
100486000 AMZN 165.707 825 543
100488000 GOOGL 126.023 109 1000
100490500 GOOGL 125.78 23 441
100492500 AAPL 144.054 860 1000
100497000 AAPL 142.747 606 175
100497500 TSLA 91.6069 182 278
100498500 AAPL 142.747 666 175
100502500 TSLA 91.6069 182 725
100502500 TSLA 91.553 146 725
100504000 AMZN 164.183 407 930
100504000 AMZN 164.367 407 15
100506000 TSLA 91.553 146 551
100507500 AMZN 164.367 776 15
100508500 TSLA 91.553 146 233
100509500 AMZN 164.114 629 917
100509500 AMZN 164.367 629 15
100511500 TSLA 91.315 327 252
100511500 TSLA 91.1681 653 252
100512000 TSLA 90.9112 202 888
100512500 AMZN 164.367 649 15
100515500 TSLA 91.646 598 995
